"CAMIS","DBA","BORO","BUILDING","STREET","ZIPCODE","PHONE","CUISINE.DESCRIPTION","N.INSPECTIONS"
41720129,"CROWN FRIED CHICKEN","BROOKLYN","2813","GLENWOOD ROAD",11210,"","Other",1
41720134,"FULTON THAI CAFE","BROOKLYN","848       ","FULTON STREET                                                                                       ",11238,"7187895932","Thai",4
41720168,"BENEVENTO PIZZARIA & GRILL","BROOKLYN","871","3 AVENUE",11232,"7187882936","Pizza",6
41720230,"NEAR & FAR","MANHATTAN","65","RIVINGTON STREET",10002,"6465591210","American ",5
41720232,"VANILLA SKY","QUEENS","70-35","AUSTIN STREET",11375,"7185440540","Ice Cream, Gelato, Yogurt, Ices",2
41720250,"DONG DONG OF 48 INC","BROOKLYN","48","RALPH AVENUE",11221,"7184551373","Chinese",3
41720257,"CROWN FRIED CHICKEN","BRONX","1572","EAST  174 STREET",10472,"9178916923","Chicken",3
41720266,"GELATO TI AMO","MANHATTAN","12        ","JOHN STREET                                                                                         ",10038,"2123211200","Ice Cream, Gelato, Yogurt, Ices",6
41720305,"Planet Wings","BRONX","699       ","EAST  187 STREET                                  ",10458,"7185629464","Chicken",6
41720314,"HANANA","BROOKLYN","99        ","NASSAU AVENUE                                     ",11222,"7186352706","Ice Cream, Gelato, Yogurt, Ices",2
41720316,"EAST MEETS WEST CHINESE RESTAURANT","QUEENS","161-30","CROSS BAY BOULEVARD",11414,"7183230600","Chinese",6
41720358,"NYC YOGURT","MANHATTAN","142 WEST  ","49 STREET                                                                                           ",11232,"2127643453","Ice Cream, Gelato, Yogurt, Ices",2
41720362,"TIENGARDEN VEGAN KITCHEN","MANHATTAN","170       ","ALLEN STREET                                                                                        ",10002,"2123881364","Vegetarian",3
41720372,"AKIRA JAPANESE CUISINE","MANHATTAN","152       ","7 AVENUE SOUTH                                                                                      ",10014,"2219898880","Japanese",3
41720396,"PASTELES CAPY","BROOKLYN","338       ","KNICKERBOCKER AVENUE            ",11237,"3472406511","Bakery",3
41720397,"LE SOLEIL RESTAURANT","MANHATTAN","858","10 AVENUE",10019,"2125816059","Caribbean",4
41720417,"NUTRICION SALUD Y VIDA","BRONX","650       ","MELROSE AVENUE                                    ",10455,"3475951953","Other",3
41720440,"NORDOMI COFFEE SHOP","QUEENS","8920      ","101 AVENUE                                                                                          ",11416,"3478094840","Spanish",6
41720441,"DONG FANG CHINESE FOOD","BROOKLYN","433A","RALPH AVENUE",11233,"7183630888","Chinese",2
41720446,"GYRO MANIA","BROOKLYN","2151","BATH AVENUE",11214,"7186762262","Middle Eastern",5
41720447,"EMPIRE EAST","STATEN ISLAND","1445","RICHMOND AVENUE",10314,"6467611015","Asian",3
41720461,"LA NEGRA RESTAURANT","QUEENS","102-03","JAMAICA AVENUE",11418,"7188497509","Spanish",6
41720477,"AROY DEE THAI KITCHEN","MANHATTAN","20","JOHN STREET",10038,"2125289922","Thai",6
41720504,"NEW GREAT WALL CHINESE RESTAURANT","BROOKLYN","1419      ","GRAVESEND NECK ROAD                                                                                 ",11229,"7183765310","Chinese",6
41720552,"DUNKIN DONUTS/BASKIN ROBBINS/POPEYES","BROOKLYN","1375","ROCKWAY PARKWAY",11236,"7182576490","American ",8
41720680,"THE HUMMUS & PITA CO.","MANHATTAN","79","CHAMBERS STREET",10007,"2125716700","Mediterranean",7
41720694,"CREATIVE CONCEPTS NYC","QUEENS","3513      ","VERNON BOULEVARD                                                                                    ",11106,"7186260206","American ",3
41720701,"MANEE THAI","BROOKLYN","372","MYRTLE AVENUE",11205,"7182229992","Thai",3
41720706,"LEXINGTON RESTAURANT","MANHATTAN","1863","LEXINGTON AVENUE",10029,"2125344732","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9
41720707,"EL GRAN CANARIO II RESTAURANT","QUEENS","111-17    ","JAMAICA AVENUE                                    ",11418,"7184411113","Spanish",6
41720720,"SABOR DEL AUSTRO RESTAURANT","QUEENS","580       ","SENECA AVENUE                                     ",11385,"7184176100","Spanish",4
41720745,"PANDA HOUSE/FRESCO TORTILLAS","BRONX","277279    ","EAST  206 STREET                                  ",10467,"7186538888","Chinese",4
41720751,"REACH HOUSE","MANHATTAN","88","DIVISION STREET",10002,"2126258099","Chinese",4
41720752,"ANTICA PANETTERIA ARTIGIANA","BROOKLYN","6512","14 AVENUE",11219,"7182341700","Bakery",7
41720812,"GOOD TASTE RESTAURANT","MANHATTAN","282","LENOX AVENUE",10027,"2129965311","Chinese",3
41720816,"MIXX CANTINA","QUEENS","4403      ","KISSENA BOULEVARD                                                                                   ",11355,"7183218698","American ",5
41720820,"CAFE MAX & DELI","QUEENS","165-20    ","ARCHER AVENUE                                     ",11433,"7185231313","American ",3
41720826,"BENCH SPORT BAR","BROOKLYN","8812","3 AVENUE",11209,"7188332020","American ",3
41720838,"ROTI MEDITERRANEAN GRILL","MANHATTAN","100       ","MAIDEN LANE                                       ",10038,"6464943359","Mediterranean",6
41720841,"JADE FOOD","BROOKLYN","6223","8 AVENUE",11220,"7183087783","Chinese",7
41720843,"PERK KAFE","MANHATTAN","162       ","EAST   37 STREET                                  ",10016,"2126867375","Café/Coffee/Tea",4
41720851,"LORRAINE'S BAR AND GRILL","BRONX","1410","UNIONPORT ROAD",10462,"7182391300","American ",3
41720881,"ENID'S HEALTHY JUICE BAKERY & RESTAURANT","BROOKLYN","2180      ","BEDFORD AVENUE                                    ",11226,"7184622400","Caribbean",3
41720890,"WALTER'S DELI","QUEENS","70-11","GRAND AVENUE",11378,"7184242977","Delicatessen",7
41720892,"NERAI","MANHATTAN","55        ","EAST   54 STREET                                                                                    ",10022,"2127595554","Greek",4
41720949,"TIP OF THE TONGUE CAFE","BROOKLYN","43","LINCOLN ROAD",11225,"9173248625","Café/Coffee/Tea",4
41720952,"CHINA GARDEN II","BROOKLYN","133","IRVING AVENUE",11237,"7184182888","Chinese",3
41721056,"NEW STAR","BROOKLYN","2212      ","AVENUE X                                                                                            ",11235,"7188916868","Chinese",4
41721069,"MASAKI TERIYAKI & SUSHI","BROOKLYN","11        ","PUTNAM AVENUE                                     ",11238,"7186222228","Japanese",3
41721094,"UPTOWN SOCIAL","MANHATTAN","186       ","DYCKMAN STREET                                    ",10040,"2123040244","American ",4
41721159,"SAKURA JAPANESE CUISINE","QUEENS","35-15","DITMARS BOULEVARD",11105,"7187772188","Japanese",4
41721164,"SOFIA'S PIZZA","QUEENS","112-15","LINDEN BOULEVARD",11420,"7188456250","Pizza",6
41721168,"PRIMAVERA CAFE","BRONX","387","EAST FORDHAM ROAD",10458,"7182958801","American ",7
41721188,"THE HILLS LOUNGE","BROOKLYN","4703      ","CHURCH AVENUE                                     ",11203,"7187030010","Caribbean",5
41721213,"GATE 2 PICNIC AREA","BRONX","1","EAST  161 STREET",10451,"9172843266","American ",2
41721216,"CAFE 101","MANHATTAN","101","BARCLAY STREET",10007,"2128155230","Café/Coffee/Tea",3
41721226,"IRVING FARM COFFEE ROASTERS","MANHATTAN","9         ","GRAND CENTRAL TERMINAL                                                                              ",10017,"2129834242","Café/Coffee/Tea",4
41721252,"SANT AMBROEUS","MANHATTAN","265","LAFAYETTE STREET",10012,"2129662770","Italian",1
41721259,"GO GO CURRY CHELSEA","MANHATTAN","144","WEST   19 STREET",10011,"2122554555","Japanese",2
41721324,"STARBUCKS COFFEE #18509","MANHATTAN","822       ","LEXINGTON AVENUE                                  ",10065,"2125720984","American ",2
41721343,"COFFEE SHOP DINER","MANHATTAN","442","EAST   14 STREET",10009,"2122605842","American ",10
41721364,"SUBWAY","MANHATTAN","228","WEST HOUSTON STREET",10014,"6467073155","Sandwiches",2
41721390,"TUTTLES","MANHATTAN","735","2 AVENUE",10016,"7188875879","American ",3
41721393,"DUNKIN DONUTS","BROOKLYN","1014","FLATBUSH AVENUE",11226,"3472401831","Donuts",3
41721394,"CROWN FRIED CHICKEN AND COFFEE SHOP","BROOKLYN","577","SUTTER AVENUE",11207,"3474058729","Chicken",5
41721396,"DIVINE BAR & GRILL","BROOKLYN","896       ","BROADWAY                                          ",11206,"7184555455","American ",6
41721402,"CROWN FRIED CHICKEN","BROOKLYN","106       ","MOORE STREET                                                                                        ",11206,"7183870024","Chicken",4
41721414,"SUSHI BENTO","STATEN ISLAND","2655      ","RICHMOND AVENUE                                   ",10314,"7184770176","Japanese",3
41721425,"SUBWAY SANDWICH","MANHATTAN","1123      ","BROADWAY                                                                                            ",10010,"2122068482","Sandwiches",3
41721432,"EL DIABLITO TAQUERIA","MANHATTAN","60        ","EAST    3 STREET                                                                                    ",10003,"6463237968","Mexican",3
41721444,"READY TO EAT","MANHATTAN","525       ","HUDSON STREET                                                                                       ",10014,"2122291013","American ",6
41721459,"FOO LEE RESTAURANT","BROOKLYN","2892      ","FULTON STREET                                                                                       ",11207,"7183480855","Chinese",2
41721526,"MARCUS VINEYARD","BROOKLYN","417       ","MARCUS GARVEY BOULEVARD                           ",11216,"3477709798","American ",7
41721535,"ORTOBELLO RESTAURANT","BROOKLYN","6401","BAY PARKWAY",11204,"7182369810","Italian",3
41721545,"MALBEC TANGO HOUSE","MANHATTAN","428","LAFAYETTE STREET",10003,"7186859825","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3
41721550,"THE SAINT CATHERINE","BROOKLYN","660       ","WASHINGTON AVENUE                                 ",11238,"3476639316","Sandwiches/Salads/Mixed Buffet",3
41721563,"BOMBAYDUCK CO.","MANHATTAN","190       ","BLEECKER STREET                 ",10012,"2125292900","Indian",9
41721588,"US AIRWAYS CLUB","QUEENS","0         ","US AIRWAYS TERMINAL                                                                                 ",11371,"7183976281","American ",3
41721590,"CHEETAHS GENTLEMENS CLUB & RESTAURANT","MANHATTAN","252","WEST   43 STREET",10036,"2128199300","American ",5
41721605,"FRANKIES DOGS ON THE GO","MANHATTAN","23        ","VANDERBILT AVENUE                                                                                   ",10017,"2128085226","Hotdogs",3
41721670,"MULBERRY & VINE","MANHATTAN","73","WARREN STREET",10007,"2127916300","American ",4
41721673,"HEIGHTS TAVERN","MANHATTAN","3910      ","BROADWAY                                          ",10032,"6053766146","American ",2
41721691,"168 HI TEA","QUEENS","167-11    ","UNION TURNPIKE                                    ",11366,"7183801369","Chinese",6
41721692,"KENNDY FRIED CHICKEN","BRONX","1820","ARCHER STREET",10460,"7187944515","American ",2
41721701,"BROOKLYN BEET COMPANY","BROOKLYN","7205","3 AVENUE",11209,"3474920020","Czech",3
41721716,"PRIME ONE 16","MANHATTAN","2257      ","FIRST AVENUE                                      ",10029,"6465902187","Steak",5
41721722,"KOPI KOPI","MANHATTAN","68","WEST 3 STREET",10012,"2127777285","Indonesian",5
41721733,"TAPERIA","BROOKLYN","132","MONTAGUE ST",11201,"7185961800","American ",2
41721734,"SKILLMAN'S  FAMOUS PIZZA & COFFEE SHOP","QUEENS","46-06","SKILLMAN AVENUE",11104,"7187841821","American ",5
41721738,"DAVEY'S ICE CREAM","MANHATTAN","137","1 AVENUE",10003,"2122288032","Ice Cream, Gelato, Yogurt, Ices",2
41721739,"Kennedy Fried Chicken","QUEENS","205-29","HOLLIS AVENUE",11412,"7184689080","American ",5
41721748,"7814 NYCHEVILLO-TTE","QUEENS","78-14","ROOSEVELT AVENUE",11372,"7187799009","Other",1
41721760,"ALEX LUNCHEONETTE","BROOKLYN","685       ","KNICKERBOCKER AVENUE                                                                                ",11221,"7184179465","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3
41721777,"GREEN HEALTH FOOD STORE","BRONX","3543","WHITE PLAINS ROAD",10467,"7186529535","Juice, Smoothies, Fruit Salads",1
41721782,"WILLIAMSBURG CINEMAS","BROOKLYN","217       ","GRAND STREET                                                                                        ",11211,"7186345968","Other",2
41721786,"SUGAR & PLUMM","MANHATTAN","257","BLEECKER STREET",10014,"2123885757","Café/Coffee/Tea",2
41721801,"LONG CHARM THAI CUISINE","MANHATTAN","693","9 AVENUE",10036,"2122652229","Thai",2
41721832,"PASTELITOS ELVYS","BROOKLYN","255 ","WILSON AVENUE                           ",11237,"3474810424","Spanish",6
41721850,"BROADWAY GRILL","QUEENS","42-13","BROADWAY",11103,"7187771641","Spanish",3
41721872,"OFF THE HOOK RAW BAR & GRILL","QUEENS","2808      ","34 STREET                                                                                           ",11103,"6463310296","Seafood",2
41721903,"ARMONIE","MANHATTAN","1649","PARK AVENUE",10035,"2127226400","Italian",7
41721917,"LA GITANA 3 PANADERIA Y RESTAURANTE","QUEENS","9207","JAMAICA AVENUE",11421,"7188052702","Spanish",3
41721961,"DICHTER PHARMACY","MANHATTAN","4953      ","B'WAY                                                                                               ",10034,"2125691230","Spanish",3
41721974,"KODA RESTAURANT & LOUNGE","BROOKLYN","985","FLUSHING AVENUE",11206,"3472234026","Asian",5
41721977,"SHINY TEA","QUEENS","13619     ","38 AVENUE                                                                                           ",11354,"9175175735","Café/Coffee/Tea",2
41722020,"2 BROS","BRONX","207       ","EAST FORDHAM ROAD                                 ",10458,"7182205980","Pizza",4
41722053,"CHOP'T BRYANT PARK","MANHATTAN","11        ","WEST   42 STREET                ",10036,"6468671412","American ",2
41722059,"DELTA SKY CLUB","QUEENS","4         ","JKF INTL AIRPORT                                                                                    ",11430,"7187042350","American ",5
41722071,"BLUE MOUNTAIN GRILL","BRONX","3257      ","WHITE PLAINS ROAD                                 ",10467,"7187980878","Caribbean",7
41722121,"EAST BUFFET & RESTAURANT","QUEENS","42-07","MAIN STREET",11355,"7183536333","Chinese",3
41722145,"HEAVEN SPORTS BAR","QUEENS","28-26","STEINWAY STREET",11103,"7186261818","American ",6
41722182,"BLANK CAFE","BROOKLYN","25        ","BROADWAY                                          ",11249,"3478896975","Café/Coffee/Tea",2
41722204,"COSTATA","MANHATTAN","206","SPRING STREET",10012,"2123343320","Steak",3
41722272,"SOLO PIZZA TO GO","MANHATTAN","30        ","LEXINGTON AVENUE                                  ",10010,"2124207667","Pizza",2
41722331,"CONVENE AT 32 OLD SLIP","MANHATTAN","32","OLD SLIP",10005,"8887307307","American ",4
